fid	location	lng	lat	accuracy
55273	"okc,ok"	-97.5164276	35.4675602	4
55339	"New York, NY"	-74.0059731	40.7143528	4
55564	"philadelphia,pa"	-75.163789	39.952335	4
55598	 Nashville TN USA	-86.7833333	36.1666667	4
55819	"Cleveland, Ohio"	-81.6954088	41.4994954	4
55820	"Cleveland, Ohio"	-81.6954088	41.4994954	4
55821	"Cleveland, Ohio"	-81.6954088	41.4994954	4
55822	"Cleveland, Ohio"	-81.6954088	41.4994954	4
55823	"Cleveland, Ohio"	-81.6954088	41.4994954	4
55911	"Austin, TX"	-97.7430608	30.267153	4
56032	"Bowie, MD"	-76.7791365	39.0067768	4
56033	"Washington, DC"	-77.0363658	38.8951118	4
56034	"Washington, DC"	-77.0363658	38.8951118	4
56035	"Washington, DC"	-77.0363658	38.8951118	4
56036	"Washington, DC"	-77.0363658	38.8951118	4
56840	"Jersey, New"	-2.13125	49.214439	1
56841	"??T: 40.718364,-74.072714"	34.81035	31.198032	6
56842	"Long Island, NY"	-73.1349605	40.7891424	0
56843	"New York City, USA"	0	0	0
56844	NY	-74.0059731	40.7143528	4
57462	"Logan Square-Chicago, IL"	-87.7123355	41.9217382	4
57811	"Santa Monica, CA"	-118.4911912	34.0194543	4
57812	Los Angeles	-118.2436849	34.0522342	4
57813	London	-0.1276831	51.5073346	4
57814	"Rio de Janeiro, Brasil"	-43.2095869	-22.9035393	4
57815	London UK	0	0	0
57816	n/a	-69.6691186	-38.8233843	2
57817	Los Angeles	-118.2436849	34.0522342	4
58101	"San Francisco, Ca"	-122.4194155	37.7749295	4
58102	"san francisco, ca"	-122.4194155	37.7749295	4
58103	"San Francisco, CA"	-122.4194155	37.7749295	4
58104	"San Francisco, CA"	-122.4194155	37.7749295	4
58105	"San Francisco, CA"	-122.4194155	37.7749295	4
58261	n/a	-69.6691186	-38.8233843	2
58262	I'm lost 	0	0	0
58263	Philly	-75.163789	39.952335	4
58264	"Trevose, Pennsylvania USA"	-74.9813889	40.139167	4
58599	"Irving, TX"	-96.9488945	32.8140177	4
58600	"Franklin, WI"	-86.8688899	35.9250637	4
58601	"Dallas, Texas"	-96.8004511	32.7801399	4
58807	"Doha, Qatar"	51.522476	25.280282	4
58808	"Doha, Qatar"	51.522476	25.280282	4
58809	"Doha, Qatar"	51.522476	25.280282	4
58810	"Houston, TX"	-95.3693896	29.7601927	4
58811	"Houston, TX"	-95.3693896	29.7601927	4
58812	"Houston, TX"	-95.3693896	29.7601927	4
58813	"Houston, TX"	-95.3693896	29.7601927	4
58814	"Houston, TX"	-95.3693896	29.7601927	4
58815	"Houston, TX"	0	0	0
58816	"Doha, Qatar"	51.522476	25.280282	4
58817	"Doha, Qatar"	51.522476	25.280282	4
58818	"Doha, Qatar"	51.522476	25.280282	4
58819	"Houston, TX"	-95.3693896	29.7601927	4
58820	"Houston,Tx"	-95.3693896	29.7601927	4
58821	"Houston, TX"	-95.3693896	29.7601927	4
58822	"Houston, TX"	-95.3693896	29.7601927	4
58823	"Doha, Qatar"	51.522476	25.280282	4
58824	"Houston, TX"	-95.3693896	29.7601927	4
58825	n/a	-69.6691186	-38.8233843	2
58826	"Houston, Tx"	-95.3693896	29.7601927	4
59375	Seattle	-122.3320708	47.6062095	4
59376	"Seattle, WA"	-122.3320708	47.6062095	4
59377	"Renton, WA"	-122.2170661	47.4828776	4
59491	"Portland, OR"	-122.6762071	45.5234515	4
59492	Camas WA	-122.3995363	45.5870631	4
59878	"St. Clair Shores, MI"	-82.9002778	42.4955556	4
59879	"St. Clair Shores, MI"	-82.9002778	42.4955556	4
59880	"Detroit, MI"	-83.0457538	42.331427	4
59881	"Hanover Pa, 17331"	-76.9830358	39.8006553	4
59882	Las Vegas Nevada	-115.172816	36.114646	4
59883	London	-0.1276831	51.5073346	4
59884	London UK	0	0	0
59885	London	-0.1276831	51.5073346	4
59886	"Westland, MI"	-83.400211	42.324204	4
59887	London UK	0	0	0
59888	"Rio de Janeiro, Brasil"	-43.2095869	-22.9035393	4
59889	n/a	-69.6691186	-38.8233843	2
59890	Newfoundland	-57.6604364	53.1355091	2
59891	"Dubai, UAE"	55.307485	25.271139	4
59892	"antwerp, belgium"	4.4028818	51.2192159	4
59893	"Dearborn, MI"	-83.1763145	42.3222599	4
59894	"Detroit, MI"	-83.0457538	42.331427	4
60108	"Columbus, OH"	-82.9987942	39.9611755	4
60275	"Denver, CO"	-104.9847179	39.737567	4
60712	"Round Rock, Tx"	-97.678896	30.5082551	4
60713	"Austin, TX"	-97.7430608	30.267153	4
60714	"Austin, Tx"	-97.7430608	30.267153	4
61282	Guess where I am.	0	0	0
62164	"Phoenix, AZ"	-112.0740373	33.4483771	4
62304	"Doha, Qatar"	51.522476	25.280282	4
62305	"Houston, TX"	-95.3693896	29.7601927	4
62306	"Houston, TX"	-95.3693896	29.7601927	4
62307	Bay Area	-122.25	37.7141454	3
62818	"Industry, CA"	121.0196609	14.705865	6
62890	"Westminster, CO"	-105.0372046	39.8366528	4
62922	"Aliso Viejo, CA"	-117.725556	33.575	4
63166	Grove Street	-73.1043169	43.8247746	6
63167	"New York, NY"	-74.0059731	40.7143528	4
63168	"New York, NY"	-74.0059731	40.7143528	4
63436	Chicago IL	-87.6297982	41.8781136	4
63747	"??T: 39.900765,-74.905688"	17.5222691	50.9165407	6
63748	"philadelphia,pa"	-75.163789	39.952335	4
63749	"??T: 39.900765,-74.905688"	17.5222691	50.9165407	6
63997	"dallas ,Texas"	-96.8004511	32.7801399	4
64057	Bay Area	-122.25	37.7141454	3
64058	"Houston, Tx"	-95.3693896	29.7601927	4
64380	n/a	-69.6691186	-38.8233843	2
64480	"Detroit, MI"	-83.0457538	42.331427	4
64481	"Detroit,MI"	-83.0457538	42.331427	4
64482	"Westland, MI"	-83.400211	42.324204	4
64483	"Detroit, MI"	-83.0457538	42.331427	4
64484	Learn To Drive Safely!	0	0	0
64485	"Philadelphia, PA"	-75.163789	39.952335	4
64798	Austin 	-97.7430608	30.267153	4
64799	"Austin, TX"	-97.7430608	30.267153	4
64880	n/a	-69.6691186	-38.8233843	2
65122	n/a	-69.6691186	-38.8233843	2
65123	"New York, NY"	-74.0059731	40.7143528	4
65124	"New York, NY"	-74.0059731	40.7143528	4
65848	"Boston,Ma"	-71.0597732	42.3584308	4
65849	GORGEOUS UNIVERSE	0	0	0
66213	"Los Angeles, CA"	-118.2436849	34.0522342	4
66214	Los Angeles	-118.2436849	34.0522342	4
66215	"??T: 34.109318,-118.183992"	15.2223006	49.4156776	6
66216	USA	-95.712891	37.09024	1
66217	"Los Angeles, CA"	-118.2436849	34.0522342	4
66415	n/a	-69.6691186	-38.8233843	2
66801	Bay Area	-122.25	37.7141454	3
67022	n/a	-69.6691186	-38.8233843	2
67056	"Seattle, WA"	-122.3320708	47.6062095	4
67057	Seattle	-122.3320708	47.6062095	4
67108	Camas WA	-122.3995363	45.5870631	4
67258	"St. Clair Shores, MI"	-82.9002778	42.4955556	4
67259	n/a	-69.6691186	-38.8233843	2
67356	Columbus	-82.9987942	39.9611755	4
67377	"Indianapolis, IN 46260"	-86.1579557	39.7685825	4
67477	"San Jose, California"	-121.8949555	37.3393857	4
67508	Memphis	-90.0489801	35.1495343	4
67586	"East Coast, United States"	147.9145089	-41.698801	3
67602	"Round Rock, Tx"	-97.678896	30.5082551	4
67734	Washington DC	-77.0363658	38.8951118	4
67837	New York City	0	0	0
67838	Redneck Country	0	0	0
68644	"Los Angeles, California"	-118.2436849	34.0522342	4
68842	"San Mateo, CA"	-122.3255254	37.5629917	4
68843	miles college 	-86.908268	33.480831	9
68925	"philadelphia,pa"	-75.163789	39.952335	4
69261	"San Antonio, TX"	-98.4936282	29.4241219	4
69327	Camas WA	-122.3995363	45.5870631	4
69388	"St. Clair Shores, MI"	-82.9002778	42.4955556	4
69389	"Detroit, Michigan"	-83.0457538	42.331427	4
69390	"Detroit,MI"	-83.0457538	42.331427	4
69418	"Cleveland, OH"	-81.6954088	41.4994954	4
69452	"Brownsburg, IN"	-86.3977735	39.8433769	4
69602	"Austin, TX"	-97.7430608	30.267153	4
69603	"Austin, Tx"	-97.7430608	30.267153	4
69690	"West Virginia, it's a state..."	-80.4549026	38.5976262	2
69837	South Jersey	-2.13125	49.214439	1
69838	New York	-74.0059731	40.7143528	4
69839	New York	-74.0059731	40.7143528	4
69840	"New York, NY"	-74.0059731	40.7143528	4
70330	"Chicago, IL"	-87.6297982	41.8781136	4
70331	Chicago	-87.6297982	41.8781136	4
70332	Chicago	-87.6297982	41.8781136	4
70333	Chicago 	-87.6297982	41.8781136	4
70511	Los Angeles	-118.2436849	34.0522342	4
70917	n/a	-69.6691186	-38.8233843	2
70918	"Dallas, TX"	-96.8004511	32.7801399	4
70919	"Dallas, TX"	-96.8004511	32.7801399	4
70920	"Dallas, Texas"	-96.8004511	32.7801399	4
71023	"Houston, Texas "	-95.3693896	29.7601927	4
71024	Drunk In Houston 	0	0	0
71025	"Houston, Tx"	-95.3693896	29.7601927	4
71542	"Venezuela,Caracas"	-66.58973	6.42375	1
71543	"San Antonio, Texas"	-98.4936282	29.4241219	4
71595	Seattle	-122.3320708	47.6062095	4
71596	Kent	-122.2348431	47.3809335	4
71597	Seattle Washington	-122.3320708	47.6062095	4
71813	Sterling Heights	-83.0302033	42.5803122	4
71814	"??T: 42.492098,-83.290456"	21.4503326	47.2571929	6
71815	"??T: 42.449228,-83.216303"	21.4503326	47.2571929	6
71816	"Westland, MI"	-83.400211	42.324204	4
71892	CLE	-81.834693	41.411675	9
72135	"portland, ore"	-122.6762071	45.5234515	4
72136	New Galaxy 	0	0	0
72137	"Palo Alto, California"	-98.6659426	20.2861441	6
72279	"Round Rock, Tx"	-97.678896	30.5082551	4
72335	New Orleans	-90.0715323	29.9510658	4
72694	New York	-74.0059731	40.7143528	4
72695	"Doha, Qatar"	51.522476	25.280282	4
72696	New York	-74.0059731	40.7143528	4
72697	New York	-74.0059731	40.7143528	4
72698	n/a	-69.6691186	-38.8233843	2
73181	CHICAGO	-87.6297982	41.8781136	4
73368	Los Angeles 	-118.2436849	34.0522342	4
73369	"inglewood , ca"	-118.3531311	33.9616801	4
73752	"Phoenix, AZ, "	-112.0740373	33.4483771	4
73935	WorldWide	-84.7227071	39.0841968	6
73936	n/a	-69.6691186	-38.8233843	2
74931	Chagrin Falls	-81.3910999	41.4298516	4
75016	Denver Colorado	-104.9847179	39.737567	4
75260	"Arlington, VA"	-97.1080656	32.735687	4
75364	"New York, NY"	-74.0059731	40.7143528	4
75573	Chicago	-87.6297982	41.8781136	4
75634	USA	-95.712891	37.09024	1
75635	"Los Angeles, CA"	-118.2436849	34.0522342	4
75822	"San Francisco, CA"	-122.4194155	37.7749295	4
75823	"San Francisco, CA"	-122.4194155	37.7749295	4
75881	"Mount Laurel, NJ"	-74.9002778	39.9488889	4
75882	"Philadelphia, PA USA"	-75.163789	39.952335	4
75883	"philadelphia,pa"	-75.163789	39.952335	4
75884	Philly ????????	-75.163789	39.952335	4
76056	"Houston, Tx"	-95.3693896	29.7601927	4
76297	Camas WA	-122.3995363	45.5870631	4
76459	"St. Clair Shores, MI"	-82.9002778	42.4955556	4
76460	"Detroit,MI USA"	-83.0457538	42.331427	4
76461	"Detroit,MI"	-83.0457538	42.331427	4
76462	Toronto	-79.3831843	43.653226	4
76504	"Cleveland, Ohio"	-81.6954088	41.4994954	4
76696	"Palo Alto, CA"	-98.6659426	20.2861441	6
76825	"Austin, TX"	-97.7430608	30.267153	4
76826	"Round Rock, Tx"	-97.678896	30.5082551	4
76827	"Austin, Tx"	-97.7430608	30.267153	4
76828	"Austin, TX"	-97.7430608	30.267153	4
76888	New York	-74.0059731	40.7143528	4
76889	"New Orleans, Louisiana"	-90.0715323	29.9510658	4
77046	"Washington, DC"	-77.0363658	38.8951118	4
77047	"Washington, D.C."	-77.0363658	38.8951118	4
77048	"Washington, DC"	-77.0363658	38.8951118	4
77363	NYC	-74.0059731	40.7143528	4
77364	"New York, NY"	-74.0059731	40.7143528	4
77365	New York	-74.0059731	40.7143528	4
77366	NY	-74.0059731	40.7143528	4
77959	"Needham, MA"	-71.2377548	42.2809285	4
77960	"Needham, MA"	-71.2377548	42.2809285	4
78114	"Denver, CO 80203"	-104.9847179	39.737567	4
78315	Los Angeles	-118.2436849	34.0522342	4
78316	"Los Angeles, CA"	-118.2436849	34.0522342	4
78645	San Francisco 	-122.4194155	37.7749295	4
78646	San Francisco 	-122.4194155	37.7749295	4
78855	"Phoenix, AZ"	-112.0740373	33.4483771	4
79115	Worldwide	-84.7227071	39.0841968	6
79116	"Pasadena, Texas"	-118.1445155	34.1477849	4
79434	Canadia	-106.346771	56.130366	1
79497	Seattle	-122.3320708	47.6062095	4
79498	"Bellevue, WA"	-122.2006786	47.610377	4
79569	"Portland, Oregon, USA"	-122.6762071	45.5234515	4
79629	"Milwaukee, WI"	-87.9064736	43.0389025	4
79765	"Westland, MI"	-83.400211	42.324204	4
79957	"Denver, Co."	-104.9847179	39.737567	4
80057	"Palo Alto, CA"	-98.6659426	20.2861441	6
80228	"Austin, TX"	-97.7430608	30.267153	4
80229	"Austin,Tx"	-97.7430608	30.267153	4
80255	Metairie LA	-90.1528519	29.9840922	4
80532	??? ??? SAINT LOUIS ??? CHICAGO ??? NY	-74.0059731	40.7143528	4
80533	NY	-74.0059731	40.7143528	4
81377	"philadelphia,pa"	-75.163789	39.952335	4
81597	Bay Area	-122.25	37.7141454	3
81908	"Detroit,MI"	-83.0457538	42.331427	4
81909	LIVONIA MICHIGAN 	-83.3527097	42.36837	4
81941	"Cleveland, Ohio, USA"	-81.6954088	41.4994954	4
81942	"Cleveland, Ohio"	-81.6954088	41.4994954	4
82237	"Washington, DC"	-77.0363658	38.8951118	4
82559	"New York, NY"	-74.0059731	40.7143528	4
83800	"Chicago, IL"	-87.6297982	41.8781136	4
83801	n/a	-69.6691186	-38.8233843	2
83802	"Chicago, IL"	-87.6297982	41.8781136	4
85188	Los Angeles 	-118.2436849	34.0522342	4
85189	"Burbank, CA"	-118.3089661	34.1808392	4
85190	"Glendale, CA"	-118.255075	34.1425078	4
85667	"San Francisco, CA"	-122.4194155	37.7749295	4
85750	"Philadelphia, PA"	-75.163789	39.952335	4
85900	"Dallas, TX"	-96.8004511	32.7801399	4
85901	Northeast	27.4556388	-20.9030555	2
86021	"Houston, TX "	-95.3693896	29.7601927	4
86022	"Houston, Tx"	-95.3693896	29.7601927	4
86023	"Houston, Tx"	-95.3693896	29.7601927	4
86640	"San Antonio, Texas"	-98.4936282	29.4241219	4
86681	Kent WA	-122.2348431	47.3809335	4
86804	"Milwaukee, WI"	-87.9064736	43.0389025	4
87124	Michigan	-85.6023643	44.3148443	2
87125	N.C.	-79.0192997	35.7595731	2
87126	@jpurifoyspeaks	0	0	0
87127	"Detroit,MI USA"	-83.0457538	42.331427	4
87128	"St. Clair Shores, MI"	-82.9002778	42.4955556	4
87129	Chicago	-87.6297982	41.8781136	4
87130	"Birmingham, AL"	-86.80249	33.5206608	4
87131	"Lansing, MI"	-84.5555347	42.732535	4
87132	"Detroit, MI"	-83.0457538	42.331427	4
87133	"Westland, MI"	-83.400211	42.324204	4
87265	"COLUMBUS, NO!!!!HIO"	-82.9987942	39.9611755	4
87294	"North Indianapolis, IN"	-86.1579557	39.7685825	4
87339	Colorado	-105.7820674	39.5500507	2
87340	Denver Colorado	-104.9847179	39.737567	4
87428	fairbanks AK - bmore maryland	0	0	0
87429	fairbanks AK - bmore maryland	0	0	0
87583	Fort Worth	-97.3208496	32.725409	4
87622	"El Paso, TX"	-106.4869314	31.7587198	4
87752	"Austin, Tx"	-97.7430608	30.267153	4
87753	"Austin, TX"	-97.7430608	30.267153	4
87754	"Austin, Tx"	-97.7430608	30.267153	4
87919	"Brentwood, TN"	-121.6957863	37.931868	4
88115	"Washington, D.C."	-77.0363658	38.8951118	4
88116	"Washington, D.C."	-77.0363658	38.8951118	4
89075	"Boston, MA"	-71.0597732	42.3584308	4
89076	16. Mass.	-71.0687643	42.1380622	6
89218	San Francisco???London???Chicago	-122.2872766	37.7856975	6
89911	Los Angeles	-118.2436849	34.0522342	4
89912	"Los Angeles, CA"	-118.2436849	34.0522342	4
90299	"Toronto, ON"	-79.3831843	43.653226	4
90300	Russia	105.318756	61.52401	1
90301	n/a	-69.6691186	-38.8233843	2
90302	"51.15423,-114.044717"	29.0360134	62.3829505	8
90303	"Charlotte, NC"	-80.8431267	35.2270869	4
90304	"40.80183,-73.946674"	-104.8795852	39.5975615	6
90305	n/a	-69.6691186	-38.8233843	2
90306	North East	27.4556388	-20.9030555	2
90307	Davey Jones Locker	0	0	0
90308	"Dasmarinas City, Philippines"	120.9589699	14.2990183	4
90309	"Philadelphia, PA"	-75.163789	39.952335	4
90310	n/a	-69.6691186	-38.8233843	2
90311	"Washington, DC  Greenville, SC"	-77.0363658	38.8951118	4
90312	"San Antonio, Texas"	-98.4936282	29.4241219	4
90313	U.S	-95.712891	37.09024	1
90314	"5.569952,-0.258888"	0	0	0
90315	 the junguan tree of knowledge	0	0	0
90316	new city &amp new twitter	78.4997387	17.4419696	9
90317	San Francisco	-122.4194155	37.7749295	4
90318	"San Francisco, CA"	-122.4194155	37.7749295	4
90573	"Phoenix, Arizona"	-112.0740373	33.4483771	4
90742	"Dallas,Texas"	-96.8004511	32.7801399	4
90872	"Houston, TX"	-95.3693896	29.7601927	4
90873	n/a	-69.6691186	-38.8233843	2
90874	"Houston, TX"	-95.3693896	29.7601927	4
90875	"Houston, TX"	-95.3693896	29.7601927	4
90876	"Houston, TX"	-95.3693896	29.7601927	4
90877	"Doha, Qatar"	51.522476	25.280282	4
90878	"Houston, TX"	-95.3693896	29.7601927	4
90879	"Houston, TX"	-95.3693896	29.7601927	4
91323	Seattle	-122.3320708	47.6062095	4
91386	Camas WA	-122.3995363	45.5870631	4
91387	"Portland, OR"	-122.6762071	45.5234515	4
91653	Sterling Heights	-83.0302033	42.5803122	4
91715	"Cleveland, OH"	-81.6954088	41.4994954	4
91963	"Silver Spring, MD"	-77.026088	38.9906657	4
91964	Mommynic. Psychonic.. And more	0	0	0
91965	"Washington, D.C."	-77.0363658	38.8951118	4
91966	Washington	-77.0363658	38.8951118	4
91967	"Washington, DC"	-77.0363658	38.8951118	4
91968	Washington	-77.0363658	38.8951118	4
92611	Harlem New York	-73.9447994	40.8113824	4
92612	Garden City 	-73.6342954	40.7267682	4
92613	n/a	-69.6691186	-38.8233843	2
92614	"NY, NY"	-74.0059731	40.7143528	4
93419	Boston Ma	-71.0597732	42.3584308	4
93420	Boston Ma	-71.0597732	42.3584308	4
